,department,education,gender,no_of_trainings,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
36491,Operations,Master's & above,f,1.0,2.0,-0.2,0.0,0.0,0.16
36492,HR,Bachelor's,m,0.0,2.0,-0.4,0.0,0.0,-0.36
36493,Procurement,Master's & above,f,0.0,0.0,-0.2,0.0,0.0,0.4
36494,Sales & Marketing,Bachelor's,m,0.0,1.0,0.2,0.0,0.0,-0.76
36495,Sales & Marketing,Master's & above,m,0.0,0.0,2.4,0.0,0.0,-0.44
36496,Operations,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,0.0
36497,Procurement,Bachelor's,f,0.0,-2.0,0.0,0.0,0.0,0.28
36498,Operations,Bachelor's,f,0.0,-1.0,0.8,1.0,0.0,-0.04
36499,Sales & Marketing,Master's & above,m,1.0,0.0,0.4,0.0,0.0,-0.28
36500,Sales & Marketing,Bachelor's,m,0.0,1.0,0.4,1.0,0.0,-0.36
36501,Technology,Bachelor's,m,1.0,2.0,1.2,1.0,1.0,0.96
36502,Technology,Master's & above,f,0.0,2.0,-0.4,1.0,0.0,0.84
36503,Procurement,Master's & above,f,0.0,1.0,-0.2,1.0,0.0,0.48
36504,Operations,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.08
36505,Operations,Bachelor's,f,0.0,2.0,-0.2,1.0,0.0,0.08
36506,Procurement,Bachelor's,f,0.0,0.0,0.2,1.0,0.0,0.36
36507,Analytics,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,0.88
36508,Operations,Bachelor's,m,0.0,0.0,-0.4,1.0,0.0,-0.08
36509,Analytics,Master's & above,m,1.0,1.0,0.6,1.0,0.0,1.04
36510,Sales & Marketing,Bachelor's,f,0.0,-1.0,0.2,1.0,0.0,-0.44
36511,Operations,Bachelor's,m,0.0,-1.0,2.4,0.0,0.0,-0.12
36512,Operations,Bachelor's,m,0.0,2.0,0.6,1.0,0.0,-0.08
36513,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.8,0.0,0.0,-0.4
36514,Analytics,Bachelor's,f,0.0,0.0,-0.6,0.0,0.0,1.04
36515,Sales & Marketing,Master's & above,f,0.0,0.0,0.6,0.0,0.0,-0.52
36516,Finance,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,-0.28
36517,R&D,Master's & above,m,0.0,1.0,2.0,0.0,0.0,1.28
36518,HR,Master's & above,m,0.0,2.0,0.8,1.0,0.0,-0.2
36519,Sales & Marketing,Bachelor's,f,0.0,-1.0,-0.8,0.0,0.0,-0.32
36520,Procurement,Master's & above,f,0.0,2.0,0.2,1.0,0.0,0.4
36521,R&D,Bachelor's,m,1.0,0.0,-0.6,1.0,0.0,0.8
36522,R&D,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,1.12
36523,Technology,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,0.8
36524,Technology,Bachelor's,m,1.0,0.0,0.8,0.0,0.0,0.8
36525,Sales & Marketing,Bachelor's,m,3.0,0.0,-0.4,0.0,0.0,-0.4
36526,HR,Bachelor's,f,0.0,0.0,0.4,1.0,0.0,-0.4
36527,Operations,Bachelor's,f,0.0,0.0,0.8,1.0,0.0,1.24
36528,Technology,Master's & above,m,1.0,0.0,0.0,0.0,0.0,0.72
36529,HR,Bachelor's,m,0.0,1.0,1.6,0.0,0.0,-0.32
36530,HR,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.52
36531,Technology,Bachelor's,m,1.0,-1.0,-0.2,0.0,0.0,0.88
36532,Analytics,Bachelor's,m,0.0,2.0,-0.4,0.0,0.0,0.92
36533,Legal,Master's & above,f,0.0,1.0,0.6,0.0,0.0,0.0
36534,Operations,Bachelor's,f,0.0,0.0,1.8,0.0,0.0,-0.12
36535,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.2,0.0,0.0,-0.52
36536,R&D,Master's & above,m,0.0,2.0,-0.6,0.0,0.0,1.04
36537,Sales & Marketing,Bachelor's,m,0.0,0.0,0.8,0.0,0.0,-0.44
36538,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.4,0.0,0.0,-0.56
36539,R&D,Bachelor's,m,0.0,-1.0,0.0,0.0,0.0,1.0
36540,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.6,0.0,0.0,-0.44
36541,Sales & Marketing,Bachelor's,f,2.0,-2.0,1.0,0.0,0.0,-0.4
36542,Operations,Bachelor's,m,0.0,1.0,0.0,1.0,0.0,-0.12
36543,Procurement,Bachelor's,m,1.0,0.0,-0.8,1.0,0.0,0.44
36544,Sales & Marketing,Bachelor's,m,0.0,1.0,0.4,0.0,0.0,-0.28
36545,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.4,1.0,0.0,-0.32
36546,Sales & Marketing,Bachelor's,m,0.0,2.0,0.6,0.0,0.0,-0.52
36547,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.4,1.0,1.0,-0.2
36548,Sales & Marketing,Master's & above,f,0.0,-2.0,1.2,0.0,0.0,-0.4
36549,Technology,Master's & above,m,1.0,0.0,-0.2,0.0,0.0,0.68
36550,Sales & Marketing,Master's & above,m,0.0,0.0,0.6,0.0,0.0,-0.36
36551,Sales & Marketing,Bachelor's,m,1.0,0.0,0.8,0.0,0.0,-0.36
36552,Legal,Bachelor's,f,0.0,0.0,-0.2,0.0,0.0,-0.16
36553,Technology,Bachelor's,m,0.0,0.0,0.0,0.0,0.0,0.64
36554,Technology,Bachelor's,m,1.0,0.0,-0.8,0.0,0.0,0.72
36555,Technology,Master's & above,f,0.0,0.0,0.4,0.0,0.0,0.48
36556,Sales & Marketing,Bachelor's,m,1.0,-2.0,-0.6,0.0,0.0,-0.32
36557,Analytics,Master's & above,m,0.0,-1.0,1.2,0.0,0.0,1.0
36558,Finance,Bachelor's,f,2.0,-2.0,-0.6,1.0,0.0,0.08
36559,Operations,Bachelor's,m,1.0,2.0,0.4,1.0,0.0,0.0
36560,Procurement,Master's & above,f,0.0,-1.0,2.4,0.0,0.0,0.56
36561,Analytics,Bachelor's,m,1.0,0.0,1.0,0.0,0.0,1.2
36562,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.6,1.0,0.0,-0.2
36563,Sales & Marketing,Master's & above,m,0.0,0.0,0.6,0.0,0.0,-0.44
36564,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,-0.48
36565,Analytics,Master's & above,m,0.0,2.0,0.4,1.0,0.0,0.88
36566,Sales & Marketing,Master's & above,m,2.0,-2.0,-0.2,0.0,0.0,-0.32
36567,Finance,Bachelor's,f,0.0,1.0,-0.4,1.0,1.0,-0.12
36568,R&D,Bachelor's,m,0.0,-2.0,0.0,1.0,1.0,0.96
36569,Operations,Bachelor's,m,1.0,0.0,-0.2,0.0,0.0,-0.08
36570,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.4,0.0,0.0,-0.2
36571,Technology,Bachelor's,m,0.0,-1.0,0.2,0.0,0.0,0.64
36572,Technology,Master's & above,m,0.0,1.0,1.8,0.0,0.0,0.88
36573,Legal,Bachelor's,m,0.0,0.0,-0.4,1.0,0.0,0.24
36574,Sales & Marketing,Bachelor's,f,0.0,2.0,-0.2,1.0,0.0,-0.44
36575,Sales & Marketing,Bachelor's,m,1.0,-2.0,-0.6,0.0,0.0,-0.32
36576,Operations,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,0.28
36577,Operations,Bachelor's,m,0.0,-2.0,-0.6,1.0,0.0,0.0
36578,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.6,0.0,0.0,-0.44
36579,Technology,Master's & above,f,0.0,1.0,-0.4,1.0,0.0,0.76
36580,Sales & Marketing,Bachelor's,m,1.0,-1.0,-0.6,0.0,0.0,-0.28
36581,Operations,Bachelor's,f,0.0,1.0,-0.6,1.0,0.0,0.0
36582,Operations,Bachelor's,m,0.0,1.0,-0.2,1.0,0.0,-0.04
36583,Operations,Master's & above,m,0.0,2.0,-0.4,1.0,0.0,-0.04
36584,Technology,Bachelor's,m,0.0,1.0,-0.6,0.0,0.0,0.64
36585,Sales & Marketing,Bachelor's,m,1.0,-1.0,-0.6,0.0,0.0,-0.4
36586,Sales & Marketing,Bachelor's,m,0.0,-1.0,-0.6,0.0,0.0,-0.32
36587,Finance,Bachelor's,f,0.0,0.0,-0.2,1.0,0.0,-0.08
36588,Operations,Bachelor's,m,0.0,1.0,0.0,0.0,0.0,-0.04
36589,Analytics,Bachelor's,f,1.0,0.0,-0.8,1.0,0.0,1.08
36590,Sales & Marketing,Master's & above,m,0.0,0.0,0.4,0.0,0.0,-0.56
36591,Sales & Marketing,Bachelor's,f,0.0,-2.0,0.8,0.0,0.0,-0.16
36592,R&D,Master's & above,m,0.0,1.0,-0.4,1.0,0.0,1.04
36593,Technology,Master's & above,m,1.0,-2.0,0.4,0.0,0.0,0.72
36594,Operations,Bachelor's,m,0.0,2.0,0.8,0.0,0.0,-0.04
36595,Technology,Bachelor's,m,0.0,1.0,0.0,0.0,0.0,0.84
36596,Legal,Bachelor's,m,0.0,-2.0,-0.6,0.0,0.0,0.04
36597,Operations,Master's & above,f,0.0,2.0,1.0,1.0,0.0,0.16
36598,Technology,Bachelor's,m,0.0,-2.0,0.8,0.0,0.0,0.88
36599,Sales & Marketing,Bachelor's,m,0.0,2.0,0.2,1.0,0.0,-0.56
36600,Sales & Marketing,Bachelor's,m,1.0,-1.0,0.4,0.0,0.0,-0.56
36601,HR,Bachelor's,m,0.0,-1.0,0.6,0.0,0.0,-0.6
36602,Sales & Marketing,Bachelor's,f,0.0,-2.0,0.2,0.0,0.0,-0.28
36603,Operations,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.08
36604,Finance,Bachelor's,m,0.0,-2.0,-0.4,0.0,0.0,-0.04
36605,Analytics,Bachelor's,m,0.0,2.0,0.0,1.0,0.0,0.92
36606,Sales & Marketing,Master's & above,m,1.0,1.0,0.2,0.0,0.0,-0.36
36607,Operations,Master's & above,m,0.0,1.0,0.8,1.0,0.0,-0.2
36608,Procurement,Bachelor's,m,0.0,-1.0,-0.4,1.0,0.0,0.28
36609,Analytics,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.84
36610,Procurement,Master's & above,f,0.0,1.0,0.0,1.0,0.0,0.4
36611,Operations,Master's & above,m,0.0,2.0,-0.6,1.0,0.0,-0.08
36612,Procurement,Master's & above,m,0.0,0.0,-0.2,0.0,0.0,0.4
36613,Sales & Marketing,Bachelor's,f,0.0,1.0,0.0,1.0,0.0,-0.44
36614,Procurement,Bachelor's,m,0.0,0.0,0.8,0.0,0.0,0.64
36615,Operations,Bachelor's,m,0.0,2.0,1.4,1.0,0.0,-0.04
36616,Sales & Marketing,Bachelor's,m,0.0,0.0,0.6,0.0,0.0,-0.2
36617,Sales & Marketing,Master's & above,f,1.0,0.0,0.8,0.0,0.0,-0.32
36618,Analytics,Master's & above,m,1.0,2.0,-0.4,0.0,0.0,0.92
36619,Procurement,Master's & above,m,0.0,0.0,0.4,0.0,0.0,0.36
36620,Finance,Bachelor's,m,0.0,1.0,0.2,1.0,0.0,-0.12
36621,Analytics,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,1.0
36622,Analytics,Bachelor's,m,0.0,-2.0,-0.2,0.0,0.0,1.0
36623,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.2,0.0,0.0,-0.56
36624,Analytics,Master's & above,m,1.0,1.0,-0.2,0.0,0.0,0.84
36625,HR,Master's & above,f,0.0,0.0,1.6,0.0,0.0,-0.44
36626,Operations,Bachelor's,m,0.0,2.0,0.4,1.0,0.0,-0.2
36627,Procurement,Master's & above,m,0.0,0.0,1.0,0.0,0.0,0.44
36628,Operations,Bachelor's,m,0.0,0.0,0.2,1.0,0.0,-0.08
36629,Technology,Below Secondary,f,0.0,1.0,-0.6,1.0,0.0,0.72
36630,Sales & Marketing,Bachelor's,m,0.0,2.0,3.0,0.0,0.0,-0.56
36631,Operations,Bachelor's,f,0.0,0.0,-0.4,0.0,0.0,0.0
36632,Finance,Master's & above,m,0.0,1.0,0.2,0.0,0.0,0.12
36633,Analytics,Bachelor's,m,1.0,-1.0,0.2,0.0,0.0,0.92
36634,Sales & Marketing,Bachelor's,m,0.0,1.0,0.4,0.0,0.0,-0.32
36635,Technology,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,0.68
36636,Finance,Below Secondary,f,0.0,1.0,-0.6,0.0,0.0,-0.04
36637,Technology,Below Secondary,f,0.0,0.0,-0.8,1.0,0.0,0.76
36638,Sales & Marketing,Master's & above,m,0.0,-1.0,0.6,0.0,0.0,-0.4
36639,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.4,0.0,0.0,-0.32
36640,Sales & Marketing,Master's & above,m,0.0,-2.0,0.4,0.0,0.0,-0.32
36641,Procurement,Bachelor's,m,0.0,1.0,0.2,0.0,0.0,0.48
36642,Technology,Master's & above,m,0.0,0.0,1.0,0.0,0.0,0.8
36643,Procurement,Bachelor's,m,0.0,-1.0,-0.4,0.0,0.0,0.6
36644,Operations,Bachelor's,m,1.0,0.0,0.0,0.0,0.0,0.0
36645,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,-0.48
36646,Sales & Marketing,Bachelor's,m,2.0,1.0,0.8,0.0,0.0,-0.4
36647,Operations,Master's & above,m,1.0,1.0,-0.6,0.0,0.0,0.04
36648,Sales & Marketing,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,-0.56
36649,Technology,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.8
36650,Procurement,Bachelor's,f,0.0,2.0,-0.2,1.0,0.0,0.24
36651,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,-0.32
36652,Analytics,Master's & above,m,1.0,0.0,0.0,0.0,0.0,0.96
36653,Analytics,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.92
36654,Operations,Master's & above,f,0.0,0.0,0.6,0.0,0.0,-0.08
36655,Operations,Bachelor's,m,0.0,2.0,0.2,0.0,0.0,0.0
36656,Analytics,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,1.04
36657,Sales & Marketing,Master's & above,m,0.0,-1.0,-0.2,0.0,0.0,-0.44
36658,Finance,Bachelor's,f,1.0,-1.0,0.8,0.0,0.0,0.04
36659,Procurement,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,0.4
36660,Technology,Below Secondary,m,0.0,0.0,-0.6,0.0,0.0,0.68
36661,Procurement,Bachelor's,m,0.0,1.0,0.4,1.0,1.0,0.4
36662,Analytics,Bachelor's,m,1.0,0.0,-0.4,0.0,0.0,1.0
36663,Technology,Bachelor's,f,0.0,-2.0,-0.4,0.0,0.0,0.84
36664,Sales & Marketing,Bachelor's,m,0.0,1.0,-0.4,0.0,0.0,-0.36
36665,Sales & Marketing,Bachelor's,m,0.0,0.0,1.0,0.0,0.0,-0.32
36666,HR,Master's & above,f,0.0,0.0,0.4,0.0,0.0,-0.56
36667,Operations,Bachelor's,f,0.0,0.0,2.4,0.0,0.0,0.04
36668,Procurement,Bachelor's,f,0.0,2.0,-0.4,1.0,0.0,0.44
36669,Technology,Bachelor's,f,2.0,2.0,-0.6,1.0,0.0,0.84
36670,Technology,Bachelor's,m,0.0,0.0,3.6,0.0,0.0,0.68
36671,Technology,Bachelor's,m,0.0,0.0,1.2,0.0,0.0,0.84
36672,Operations,Master's & above,f,0.0,2.0,1.0,0.0,0.0,0.6
36673,Operations,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,0.04
36674,Analytics,Bachelor's,f,1.0,2.0,-0.6,0.0,0.0,1.08
36675,Finance,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,-0.08
36676,Operations,Bachelor's,m,2.0,0.0,-0.8,0.0,0.0,0.0
36677,Technology,Master's & above,m,0.0,0.0,0.2,0.0,0.0,0.76
36678,Operations,Master's & above,m,0.0,2.0,-0.2,1.0,0.0,-0.04
36679,Operations,Bachelor's,m,0.0,2.0,0.8,0.0,0.0,0.04
36680,Technology,Bachelor's,f,2.0,0.0,0.0,0.0,0.0,0.88
36681,HR,Master's & above,f,0.0,0.0,5.4,0.0,0.0,-0.48
36682,Sales & Marketing,Bachelor's,m,0.0,2.0,0.0,1.0,0.0,-0.36
36683,Technology,Bachelor's,f,0.0,0.0,1.0,0.0,0.0,0.92
36684,Sales & Marketing,Master's & above,m,0.0,-2.0,-0.4,0.0,1.0,-0.56
36685,Finance,Bachelor's,m,0.0,1.0,0.0,1.0,0.0,-0.08
36686,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,-0.28
36687,Sales & Marketing,Bachelor's,m,1.0,2.0,0.0,1.0,0.0,-0.32
36688,Operations,Master's & above,m,0.0,0.0,-0.2,1.0,0.0,-0.04
36689,R&D,Master's & above,m,0.0,0.0,-0.2,0.0,0.0,0.92
36690,Sales & Marketing,Bachelor's,m,0.0,-1.0,-0.2,0.0,0.0,-0.36
36691,Analytics,Bachelor's,m,0.0,0.0,-0.2,1.0,0.0,0.84
36692,Technology,Bachelor's,m,1.0,0.0,-0.4,0.0,0.0,0.76
36693,Finance,Bachelor's,m,1.0,0.0,-0.2,1.0,0.0,0.0
36694,Operations,Bachelor's,f,0.0,1.0,0.8,1.0,0.0,-0.12
36695,Technology,Bachelor's,m,0.0,-2.0,2.6,0.0,0.0,0.8
36696,Sales & Marketing,Master's & above,m,0.0,-1.0,-0.2,0.0,0.0,-0.32
36697,Procurement,Master's & above,m,1.0,-2.0,0.6,0.0,0.0,0.4
36698,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.6,0.0,0.0,-0.4
36699,Operations,Bachelor's,m,1.0,2.0,3.4,0.0,0.0,-0.2
36700,Technology,Master's & above,m,0.0,-2.0,2.4,0.0,0.0,0.8
36701,Finance,Master's & above,m,0.0,1.0,-0.6,1.0,0.0,0.04
36702,Operations,Bachelor's,f,0.0,0.0,-0.4,0.0,0.0,-0.04
36703,Finance,Bachelor's,m,1.0,-2.0,0.4,0.0,0.0,0.08
36704,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,-0.16
36705,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,-0.56
36706,Procurement,Bachelor's,m,0.0,1.0,-0.2,1.0,0.0,0.52
36707,Operations,Master's & above,m,1.0,0.0,0.6,0.0,0.0,0.04
36708,Legal,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.04
36709,Analytics,Bachelor's,m,2.0,0.0,-0.8,0.0,0.0,1.08
36710,Procurement,Bachelor's,m,0.0,0.0,1.4,0.0,0.0,0.52
36711,Sales & Marketing,Master's & above,m,0.0,2.0,-0.6,1.0,0.0,-0.4
36712,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.6,1.0,0.0,-0.36
36713,Technology,Master's & above,f,0.0,-1.0,0.0,1.0,0.0,0.88
36714,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.6,0.0,0.0,0.28
36715,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,-0.48
36716,Finance,Bachelor's,m,1.0,0.0,-0.2,0.0,0.0,0.08
36717,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.56
36718,Analytics,Master's & above,m,0.0,-2.0,-0.4,0.0,0.0,1.04
36719,Operations,Bachelor's,m,0.0,0.0,2.4,0.0,0.0,0.04
36720,Finance,Bachelor's,m,0.0,1.0,0.8,1.0,0.0,-0.12
36721,Sales & Marketing,Bachelor's,m,0.0,0.0,0.0,0.0,0.0,-0.52
36722,Sales & Marketing,Master's & above,f,0.0,0.0,1.2,0.0,0.0,-0.68
36723,Operations,Bachelor's,m,0.0,1.0,-0.2,1.0,0.0,0.0
36724,Procurement,Bachelor's,f,0.0,2.0,0.4,0.0,0.0,0.56
36725,Sales & Marketing,Bachelor's,m,0.0,0.0,0.4,0.0,0.0,-0.48
36726,Sales & Marketing,Bachelor's,f,3.0,0.0,0.6,0.0,0.0,-0.48
36727,Analytics,Bachelor's,m,1.0,1.0,1.0,0.0,0.0,1.04
36728,Sales & Marketing,Bachelor's,m,1.0,0.0,0.0,0.0,0.0,-0.4
36729,Operations,Master's & above,m,0.0,2.0,1.0,1.0,0.0,0.04
36730,Procurement,Bachelor's,m,0.0,1.0,-0.4,1.0,0.0,0.32
36731,Legal,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,0.12
36732,Procurement,Bachelor's,m,0.0,1.0,-0.4,1.0,0.0,0.16
36733,Analytics,Bachelor's,m,2.0,2.0,0.2,0.0,0.0,1.0
36734,Operations,Bachelor's,m,0.0,2.0,-0.6,1.0,0.0,0.04
36735,Sales & Marketing,Master's & above,m,0.0,1.0,-0.2,0.0,0.0,-0.32
36736,Sales & Marketing,Bachelor's,f,0.0,0.0,0.8,0.0,0.0,-0.4
36737,Finance,Master's & above,f,0.0,0.0,1.4,0.0,0.0,0.0
36738,Technology,Bachelor's,f,0.0,0.0,-0.6,0.0,0.0,0.76
36739,Operations,Bachelor's,f,0.0,0.0,1.6,0.0,0.0,0.16
36740,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,-0.48
36741,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.48
36742,Operations,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.12
36743,Analytics,Bachelor's,m,0.0,1.0,0.8,1.0,0.0,1.04
36744,Procurement,Bachelor's,m,1.0,-1.0,0.6,0.0,0.0,0.44
36745,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,-0.44
36746,Sales & Marketing,Master's & above,m,0.0,2.0,0.0,0.0,0.0,-0.52
36747,Sales & Marketing,Bachelor's,m,0.0,-2.0,1.2,0.0,0.0,-0.48
36748,Analytics,Bachelor's,m,0.0,0.0,0.0,0.0,0.0,0.88
36749,Procurement,Master's & above,f,0.0,1.0,0.6,1.0,0.0,0.4
36750,Procurement,Bachelor's,f,0.0,0.0,0.0,0.0,0.0,0.24
36751,Sales & Marketing,Bachelor's,m,1.0,2.0,0.6,1.0,0.0,-0.52
36752,Technology,Bachelor's,m,0.0,0.0,0.8,0.0,0.0,0.88
36753,Procurement,Master's & above,f,0.0,0.0,0.6,1.0,0.0,0.32
36754,Procurement,Master's & above,m,0.0,0.0,1.8,0.0,0.0,0.52
36755,Technology,Master's & above,f,2.0,0.0,0.2,1.0,0.0,0.68
36756,Procurement,Master's & above,m,0.0,2.0,-0.2,1.0,0.0,0.56
36757,R&D,Bachelor's,m,0.0,2.0,-0.4,0.0,0.0,0.88
36758,Sales & Marketing,Master's & above,m,0.0,0.0,0.2,0.0,0.0,-0.32
36759,Technology,Bachelor's,f,0.0,1.0,-0.8,0.0,0.0,0.84
36760,Analytics,Bachelor's,m,0.0,-2.0,0.2,0.0,0.0,1.28
36761,Sales & Marketing,Bachelor's,m,1.0,-2.0,-0.4,0.0,0.0,-0.56
36762,Sales & Marketing,Bachelor's,m,0.0,2.0,3.6,1.0,0.0,-0.36
36763,Sales & Marketing,Master's & above,m,0.0,2.0,-0.6,0.0,1.0,1.24
36764,Sales & Marketing,Bachelor's,m,0.0,2.0,0.6,0.0,0.0,-0.4
36765,Finance,Bachelor's,f,0.0,2.0,0.6,1.0,0.0,-0.12
36766,Procurement,Bachelor's,f,0.0,0.0,0.4,1.0,0.0,0.36
36767,Sales & Marketing,Master's & above,m,0.0,2.0,0.8,1.0,0.0,-0.4
36768,Operations,Bachelor's,f,0.0,1.0,-0.6,1.0,0.0,0.16
36769,Technology,Below Secondary,m,0.0,1.0,-0.6,0.0,0.0,0.92
36770,Sales & Marketing,Master's & above,f,0.0,0.0,-0.6,0.0,0.0,-0.44
36771,R&D,Bachelor's,m,1.0,1.0,-0.6,0.0,0.0,1.2
36772,Operations,Bachelor's,f,1.0,0.0,0.2,0.0,0.0,0.08
36773,Technology,Bachelor's,f,0.0,0.0,-0.8,1.0,0.0,1.48
36774,Operations,Bachelor's,f,0.0,2.0,-0.6,1.0,0.0,-0.24
36775,Sales & Marketing,Master's & above,m,0.0,1.0,2.8,0.0,0.0,-0.32
36776,Technology,Below Secondary,f,0.0,0.0,-0.6,0.0,0.0,0.92
36777,Procurement,Bachelor's,f,0.0,0.0,-0.6,1.0,0.0,0.24
36778,Procurement,Bachelor's,f,0.0,0.0,0.0,0.0,0.0,0.72
36779,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,-0.4
36780,Procurement,Bachelor's,m,0.0,2.0,0.0,1.0,0.0,0.28
36781,Operations,Master's & above,m,0.0,1.0,0.8,0.0,0.0,0.2
36782,Analytics,Master's & above,f,0.0,0.0,0.2,0.0,0.0,0.96
36783,Operations,Master's & above,m,1.0,0.0,0.6,1.0,0.0,0.04
36784,Sales & Marketing,Master's & above,m,1.0,-2.0,0.0,0.0,0.0,-0.28
36785,Sales & Marketing,Master's & above,m,0.0,0.0,0.8,0.0,0.0,-0.64
36786,Sales & Marketing,Bachelor's,m,2.0,0.0,-0.8,0.0,0.0,-0.6
36787,Operations,Bachelor's,m,0.0,0.0,-0.4,1.0,0.0,0.12
36788,Procurement,Master's & above,m,1.0,1.0,1.0,0.0,0.0,0.32
36789,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,-0.48
36790,Operations,Bachelor's,m,1.0,0.0,1.0,1.0,0.0,-0.12
36791,Operations,Bachelor's,m,0.0,1.0,0.4,0.0,0.0,-0.04
36792,R&D,Bachelor's,m,1.0,2.0,-0.6,1.0,0.0,1.0
36793,Operations,Bachelor's,f,0.0,-1.0,0.4,0.0,0.0,-0.16
36794,Analytics,Bachelor's,m,1.0,2.0,0.0,1.0,0.0,1.0
36795,Legal,Master's & above,m,0.0,0.0,0.4,0.0,0.0,-0.08
36796,Procurement,Bachelor's,m,2.0,0.0,0.2,0.0,0.0,0.36
36797,Analytics,Bachelor's,f,0.0,0.0,-0.6,0.0,0.0,0.88
36798,Sales & Marketing,Bachelor's,m,0.0,1.0,1.0,0.0,0.0,-0.32
36799,Sales & Marketing,Master's & above,m,0.0,0.0,3.8,0.0,0.0,-0.48
36800,Analytics,Bachelor's,f,1.0,2.0,0.4,0.0,1.0,0.96
36801,Operations,Bachelor's,m,1.0,0.0,0.4,1.0,0.0,-0.04
36802,Operations,Bachelor's,m,0.0,2.0,0.4,1.0,0.0,0.0
36803,Finance,Bachelor's,f,0.0,2.0,-0.6,1.0,0.0,0.04
36804,Technology,Master's & above,m,0.0,-2.0,0.6,0.0,0.0,0.64
36805,Sales & Marketing,Bachelor's,m,3.0,0.0,-0.6,0.0,0.0,-0.48
36806,Operations,Bachelor's,m,0.0,0.0,1.0,0.0,0.0,0.16
36807,Finance,Bachelor's,f,2.0,2.0,0.8,1.0,1.0,0.12
36808,Technology,Bachelor's,m,2.0,-1.0,0.0,0.0,0.0,0.56
36809,Sales & Marketing,Master's & above,m,1.0,0.0,0.4,1.0,0.0,-0.52
36810,Analytics,Bachelor's,m,0.0,2.0,-0.6,0.0,0.0,0.88
36811,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.2,0.0,0.0,-0.4
36812,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.0,0.0,0.0,-0.36
36813,Operations,Bachelor's,f,0.0,0.0,-0.6,0.0,0.0,-0.2
36814,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.4,0.0,0.0,-0.56
36815,Operations,Master's & above,f,0.0,0.0,-0.6,0.0,0.0,0.04
36816,Operations,Master's & above,f,1.0,1.0,0.6,1.0,0.0,0.08
36817,Finance,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,0.04
